36.0,25.65056504854382
56.0,38.80992446375024
63.0,42.79145409096022
31.0,21.774718602149953
63.0,40.88950933134334
70.0,47.642359194525056
42.0,29.232789654973796
55.0,39.1889343235616
32.0,25.229702382651844
20.0,17.833422094850693
42.0,31.400854231583253
54.0,35.935716956366775
73.0,48.47207472545676
46.0,30.60516551984262
57.0,38.34625459554794
59.0,40.75583892702398
64.0,46.02729225050358
58.0,41.2184533714096
53.0,36.027828781894634
68.0,46.56779374038933
69.0,43.27705273637075
54.0,38.338877997522516
62.0,42.803239786332554
21.0,16.61936170836067
26.0,20.460025142205435
39.0,28.041793518168156
39.0,27.809303439593293
70.0,45.3532381297016
34.0,24.897915866240105
44.0,29.287040941372577
