7.400000000000000355e+00;6.999999999999999556e-01;0.000000000000000000e+00;1.899999999999999911e+00;7.599999999999999811e-02;1.100000000000000000e+01;3.400000000000000000e+01;9.978000000000000203e-01;3.509999999999999787e+00;5.600000000000000533e-01;9.400000000000000355e+00;4.986069638152081041e+00;4.184439690753057661e+00;7.693598650309253273e+00;8.156081561646910671e+00;1.385135582113035113e+00;6.080595104814017660e+00;6.965752641641222986e+00;9.942750357094716662e+00;1.919225974979152927e+00;2.936290074608427503e+00;5.000000000000000000e+00
7.799999999999999822e+00;8.800000000000000044e-01;0.000000000000000000e+00;2.600000000000000089e+00;9.800000000000000377e-02;2.500000000000000000e+01;6.700000000000000000e+01;9.968000000000000194e-01;3.200000000000000178e+00;6.800000000000000488e-01;9.800000000000000711e+00;7.582363573170285420e+00;8.754717787417490626e+00;8.349381038001999045e+00;7.273516257110827610e+00;3.315667951215965026e+00;7.423731061256054531e+00;5.355469895827539517e+00;6.591846866397659710e+00;1.319897327010278731e+00;8.292862031993285754e+00;5.000000000000000000e+00
7.799999999999999822e+00;7.600000000000000089e-01;4.000000000000000083e-02;2.299999999999999822e+00;9.199999999999999845e-02;1.500000000000000000e+01;5.400000000000000000e+01;9.969999999999999973e-01;3.259999999999999787e+00;6.500000000000000222e-01;9.800000000000000711e+00;6.324955737865175287e+00;6.757611613591787858e+00;4.920471838185589419e+00;9.883520652747758817e+00;9.299416514332019545e+00;3.134612542017357839e+00;5.286156918920358549e+00;9.895869928814606808e+00;6.808340142527500305e+00;8.511311273486954931e+00;5.000000000000000000e+00
1.119999999999999929e+01;2.800000000000000266e-01;5.600000000000000533e-01;1.899999999999999911e+00;7.499999999999999722e-02;1.700000000000000000e+01;6.000000000000000000e+01;9.979999999999999982e-01;3.160000000000000142e+00;5.799999999999999600e-01;9.800000000000000711e+00;5.792528478520742041e+00;2.597019536856659538e-01;9.147566457673928397e+00;5.223279784129276848e+00;4.290332603455326854e-01;2.067366102439458508e+00;9.197583277633205157e+00;3.830618711623634542e+00;2.863944367492043952e-01;7.107057372726723443e+00;6.000000000000000000e+00
7.400000000000000355e+00;6.999999999999999556e-01;0.000000000000000000e+00;1.899999999999999911e+00;7.599999999999999811e-02;1.100000000000000000e+01;3.400000000000000000e+01;9.978000000000000203e-01;3.509999999999999787e+00;5.600000000000000533e-01;9.400000000000000355e+00;6.031443980465249766e+00;8.343591846184514438e+00;7.166116751480936742e+00;4.943371380052782094e+00;2.341370735615745602e+00;6.514211425319450299e+00;4.549593686609677334e+00;8.927980665885906220e+00;7.335840442368279923e-01;5.858588172728151910e-01;5.000000000000000000e+00
7.400000000000000355e+00;6.600000000000000311e-01;0.000000000000000000e+00;1.800000000000000044e+00;7.499999999999999722e-02;1.300000000000000000e+01;4.000000000000000000e+01;9.978000000000000203e-01;3.509999999999999787e+00;5.600000000000000533e-01;9.400000000000000355e+00;9.772056978827407647e+00;7.142201184276498971e+00;5.666999765539363132e+00;7.772312452732816901e+00;9.050472764681655846e+00;7.196077108687531698e+00;3.735021423255214579e+00;3.748010690249947707e-01;4.987822904713310024e+00;4.720521993149914053e+00;5.000000000000000000e+00
7.900000000000000355e+00;5.999999999999999778e-01;5.999999999999999778e-02;1.600000000000000089e+00;6.900000000000000577e-02;1.500000000000000000e+01;5.900000000000000000e+01;9.963999999999999524e-01;3.299999999999999822e+00;4.600000000000000200e-01;9.400000000000000355e+00;3.460789789835405639e+00;2.362658909491820225e+00;2.641931015446998821e+00;7.809510013468640821e+00;8.545347070876644580e+00;7.203681478131639615e+00;7.927930659046692696e+00;5.361970522868830358e+00;3.769119641343594562e+00;2.309548457837200530e+00;5.000000000000000000e+00
7.299999999999999822e+00;6.500000000000000222e-01;0.000000000000000000e+00;1.199999999999999956e+00;6.500000000000000222e-02;1.500000000000000000e+01;2.100000000000000000e+01;9.946000000000000396e-01;3.390000000000000124e+00;4.699999999999999734e-01;1.000000000000000000e+01;4.793237268116605776e+00;5.265512335354704199e+00;2.422947048974453121e+00;6.791581897219622910e+00;1.367742208229791867e+00;1.248247063783081146e+00;4.092185210114075211e+00;6.658868684398799864e-01;3.519489786051710478e+00;8.292600475554584349e+00;7.000000000000000000e+00
7.799999999999999822e+00;5.799999999999999600e-01;2.000000000000000042e-02;2.000000000000000000e+00;7.299999999999999545e-02;9.000000000000000000e+00;1.800000000000000000e+01;9.968000000000000194e-01;3.359999999999999876e+00;5.699999999999999512e-01;9.500000000000000000e+00;1.010685215056228436e-01;6.140444125884052085e+00;5.449399099943010860e+00;8.354740537762433306e+00;2.516558410400894452e+00;5.854431429703793377e+00;2.903242587859224955e+00;4.378616942463063211e+00;7.506839322949343529e-01;9.808585082406413136e+00;7.000000000000000000e+00
7.500000000000000000e+00;5.000000000000000000e-01;3.599999999999999867e-01;6.099999999999999645e+00;7.099999999999999367e-02;1.700000000000000000e+01;1.020000000000000000e+02;9.978000000000000203e-01;3.350000000000000089e+00;8.000000000000000444e-01;1.050000000000000000e+01;7.723320473409996723e+00;7.960897419596275171e+00;3.348641519127031341e+00;7.523505130208602232e+00;8.358310982539158829e+00;4.268325112298811952e+00;4.441353672194370272e-01;6.206127205573932493e+00;3.240591452623464708e+00;4.426609350072848059e+00;5.000000000000000000e+00
